Word	Pronunciation	POS	Meaning	Verb Class		Volition status				first number is used in counting up from 1 (hai is also used in time); second number is the generally used modifier (number + noun) 				tanmqe/ camgyu 								teptyu (coinage system)					
ve'at	vɛʔɑt	adj	fault; blame																								
vetzi	vɛdzi	adj	half moon shape (half circle)																								
vhau	βaʊ	adj	loose																								
vhe	βɛ	adj	orange	color																							
vhe	βɛ	adj	new																								
vhii'yn	βɪʔən	adj	tired; weary; exhausted; depressed (physically and emotionally)																								
vhutsi	βutsi	adj	wooly																								
vo	vo	adj	big; large																								
von	von	adj	low																								
vuf	vuf	adj	ragged; uneven																								
vujehii	vuʒɛhɪ	adj	acidic																								
vutn	vutn̩	adj	burning; enflamed																								
wen	wɛn	adj	light green; yellow green	color																							
weqapun	wɛqɑpun	adj	desolate																								
wksky	ʍukskə	adj	stupid; idiodic																								
wsaes	ʍuses	adj	inheriently talent; genius; gifted																								
wsii	ʍusɪ	adj	hard; difficult																								
xahron	xɑhɾon	adj	stagnant																								
xakomytal	xɑkomətɑl	adj	narrow-minded																								
xalen	xɑlɛn	adj	wild; insane; rabid; frothing; absolutely crazy (from xa- and wild/feral)																								
xali'ek	xɑliʔɛk	adj	extremely bitter; bad tasting; refusing to accept 																								
xaliinne	xɑlɪnːɛ	adj	fake																								
xanyngun	xɑnəŋgun	adj	starving (often xagyun)																								
xaqi'mal	xɑqiʔmɑl	adj	psychopathic (prone to hurting people)																								
xaruj	xɑɾuʒ	adj	bad; not good; terrible																								
xau	xaʊ	adj	unbiased; objective																								
xekau	xɛkaʊ	adj	cautious; wary (from snake tongue)																								
xuone	xuonɛ	adj	fun; enjoyable																								
yaenii	jenɪ	adj	anxious; worried (momentary anxiety caused by situation)																								
yana	jɑnɑ	adj	cool (slightly cold; atmospheric)	weather																							
yanyr	jɑnəɾ	adj	fewer; less																								
yhy	əhə	adj	easy; simple 																								
yores	joɾɛs	adj	sturdy																								
yrieun	əɾiœn	adj	loyal; faithful																								
yue	juɛ	adj	dry	weather 																							
yul	jul	adj	early																								
yuvi	juvi	adj	dark grey (like rain clouds)	color																							
yvon	əvon	adj	safe																								
gwsiiq	ɡʍusɪq	n	polar bear (from snow bear; also sriyausiiq)	animal																							
sriyau	sɾijaʊ	adj	polar (from farthest pole)																								
tayise	tɑjisɛ	v	praise; laud; glory																								
tayi	tɑji	n	praise																								
lidame	lidɑmɛ	n	salvation (also likaeme for a more physical sense)																								
qi'miiri	qiʔmɪɾi	adj	merciful																								
qi'lon	qiʔlon	n	charity																								
kuyun	kujun	n	morals; mortality (stems from right character; reanalyzed an adjective of song such as melodious)																								
kuyunri	kujunɾi	adj	moral 																								
kuyii	kujɪ	adj	musical; melodic; melodious																								
caiyun	çaɪjun	n	virtue (from character of life)																								
yun	jun	adj	light of God/Christ; divine spark; inherent dignity or value																								
yunmik	junmik	adj	godly; fully good																								
yunmijo	junmiʒo	n	godliness; righteousness																								
vihel	vihɛl	n	sibling																								
vihelan	vihɛlɑn	adj	brotherly; sisterly; familial 																								
iqy	iqə	n	endurance; steadfastness																								
iqynue	iqənuɛ	n	patience (lit endurance soul)																								
iqynii	iqənɪ	adj	patient; long suffering 																								
iqyri	iqəɾi	adj	steadfast																								
iqyn(-)	iqən(-)	adv	patiently																								
iqymik	iqəmik	adj	reliable; consistent; enduring (also iqylian)																								
iqyma	iqəmɑ	adj	endurable; tolerable; weatherable; bearable																								
iqyli	iqəli	v	be enduring; consistent; or reliable 	1																							
iqym	iqəm	v	rely on	1																							
khavi	kʰɑvi	adj	humble (from earth one)																								
khavijo	kʰɑviʒo	n	humility 																								
raxan	ɾɑxɑn	adj	constant; continuous; enduring (compare with iqy paradigm and syn; for adverb form more often -raxa or hmairaxa)																								
taliraxan	taliɾɑxɑn	adj	diligent (from effort continuous)																								
talira	tɑliɾɑ	n	diligence 																								
talira(-)	tɑliɾɑ(-)	adv	diligently																								
kuiqy 	kuiqə	n	truth (also kuojo)																								
kuiqyri	kuiqəɾi	adj	truthful																								
biinvha	bɪnβɑ	v	reveal; uncover	3																							
biinman	bɪnmɑn	v	disclose; make manifest; open to understanding	3																							
biilnnon	bɪlnːon	v	be apparent; clear; or manifest	3																							
biinmman 	bɪnmːn; bɪnm̩mɑn	v	discover; find out	3																							
chevha	tʃɛβɑ	v	consume	3																							
saege	seɡɛ	v	fail; fall short; lack	4																							
sikme	sikmɛ	n	lamentation; wailing; weeping (often seen as sikmegi or sikmevo)																								
ennyo	ɛnːʲo	v	logic; reason something out	1																							
ennyoj	ɛnːʲoʒ	n	reasoning																								
nyojkveu 	nʲoʒkvœ	n	study of logic (also ennyojkveu and ennkveu)																								
ennte	ɛnːtɛ; ɛnn̩tɛ	n	logic																								
ennii	ɛnːɪ	adj	logical; reasonable; rational																								
enntsu	ɛnːtsu	v	rationalize	2																							
ennme	ɛnːmɛ	n	rationale																								
enn	ɛnː	v	consider; sound board; spitball; rubber duck debug; think aloud  	1																							
ennmyo	ɛnːmʲo	v	interpret; analyze																								
tamhii	tamhɪ	adj	real; concrete (from of the world)																								
kerang	kɛɾɑŋ	v	satisfy (from make enough)	1																							
kerun	kɛɾun	adj	content; satisfied; fulfilled																								
hankh	hɑnkʰ	o	honk; duck or goose sound																								
tamkae	tɑmke	v	realize or concretize; bring into concrete existence(also tamhang; make real)	4																							
ennmyome	ɛnːmʲomɛ	n	interpretation; analysis																								
rinaec	ɾineç	n	brick																								
ennvha	ɛnːβɑ	v	repair; fix; return to working order; make work or function																								
khamubi	kʰɑmubi	adj	meek (from humble and gentle)																								
Tyukemui	tʲukɛmui	ppn	Holy Spirit or Holy Ghost																								
tanyn	tɑnən	adv	both (applied to actions; doesn't always imply two but often does)																								
shogyn	ʃoɡən	conj; phr	reason being; for this reason; in order to; to this end; that thereby; by means of; as a result of (similar to -'ia and shoku; fairly synonymous with meku; from because to the extent of)																								
Rhoumba	ɾ̥oumbɑ	ppn	mouth of dusk (also potentially dusk cow; can refer to Rome)																								
sobuj 	sobuʒ	adj	serious; severe; grave; grievous																								
ilyohe	ilʲohɛ	n	respect; honor																								
ilyotsu	ilʲotsu	v	respect	2																							
ilyose	ilʲosɛ	v	honor; lift up	2																							
tsilyse	tsiləsɛ	v	keep; respect; honor; fulfill (obligation or commitment; also mihilyse or mihlyse)	2																							
liya	lijɑ	n	sine	math																							
liao	liɑo	n	cosine	math																							
homau	homaʊ	n	tangent	math																							
diya	dijɑ	n	cosecant	math																							
diao	diɑo	n	secant	math																							
lomau	lomaʊ	n	cotangent	math																							
ilanri	ilɑnɾi	adj	blessed																								
faetso	fetso	v	to believe in; to trust in; have faith in	2																							
saliin	sɑlɪn	adv; phr	similarly; likewise; in the same way; even so																								
kuone	kuonɛ	adj	exact; precise; accurate																								
kuokua	kuokuɑ	int	exactly right; yes 100%; irrevocably; without a doubt; even so; verily																								
kuo(-)	kuo(-)	adv (int)	truly; verily; confirmed; certainly; precisely; exactly (use kuon as the interjection form; used that way for Amen and I swear)																								
sutyn	sutən	conj	except for/that; but for; with exception of; excluding; not including; apart from																								
ikyn	ikən	conj; post; int	besides; apart from; other than; different from																								
emuienka	ɛmuiɛŋkɑ	n	preacher; ecclesiastes 																								
hjese	h̩ʒɛsɛ	v	brace; hold on; support																								
shokri	ʃokɾi	n	trial (by judge)																								
qytek	qətɛk	n	trial; burden; affliction; ordeal																								
niekyo	niɛkʲo	v	identify																								
niekse	niɛksɛ	v	type; assign; classify	2																							
niekte	niɛktɛ	n	kind; type; class																								
niekaj	niɛkɑʒ	pn	every/each kind (of); every/each type (of)																								
nieky	niɛkə	pn	kind of; type of																								
niekjae	niɛkʒe	pn	all kinds of; all manner of																								
siutarin	siutɑɾin	n	misery; affliction; sorrow; distress; pain																								
kjovhen	kʒoβɛn	n	prison; jail																								
taman	tɑmɑn	v	place or put an emotion or thought in; give significance or weight to	3																							
tase	tɑsɛ	v	entrust 	2																							
rhuje'a	ɾ̥uʒɛʔɑ	n; pn	platonic beloved; loved one; someone you care about or who is close to you (not usually in the romantic sense tho; can talk about close friends; most often an address)																								
rhiv	ɾ̥iv	adj	pure; clean																								
soshtsu	soʃtsu; sotʃu	v	confound; mix up; stump; confuse (similar to soshbyo)	2																							
